data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;automovel;bicicleta;caminhao;moto;onibus;outros;tracao_animal;transporte_de_cargas_especiais;trator_maquinas;utilitarios;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos
"01/03/2023";"16:58:00";"122";"ac02-Acide";"406";"BR-153/GO";"Sul";"Saida de Pista";1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"01/03/2023";"17:19:00";"126";"ac02-Acide";"373";"BR-153/GO";"Norte";"Colisão lateral no sentido contrário";0;0;1;0;0;0;0;0;0;1;0;2;0;0;0
"01/03/2023";"20:42:00";"153";"ac02-Acide";"438";"BR-153/GO";"Norte";"Colisão Traseira";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"02/03/2023";"08:36:00";"57";"ac03-Acide";"440";"BR-414/GO";"Sul";"Colisão Traseira";1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"02/03/2023";"13:19:00";"96";"ac03-Acide";"430";"BR-153/GO";"Sul";"Choque - Defensa metálica";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"02/03/2023";"13:27:00";"97";"ac03-Acide";"443";"BR-153/GO";"Norte";"Saida de Pista";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"03/03/2023";"12:37:00";"102";"ac03-Acide";"66";"BR-153/GO";"Sul";"Saida de Pista";0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"03/03/2023";"14:05:00";"113";"ac03-Acide";"372";"BR-414/GO";"Sul";"Saida de Pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"03/03/2023";"19:06:00";"172";"ac02-Acide";"438,5";"BR-414/GO";"Norte";"Colisão Frontal";2;0;1;0;0;0;0;0;0;0;3;0;1;0;0
"04/03/2023";"03:27:00";"24";"ac02-Acide";"391";"BR-414/GO";"Norte";"Capotamento";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"04/03/2023";"06:45:00";"48";"ac01-Acide";"788";"BR-153/TO";"Sul";"Colisão Frontal";0;0;2;0;0;0;0;0;0;0;0;0;0;1;1
"04/03/2023";"16:32:00";"144";"ac02-Acide";"372";"BR-414/GO";"Norte";"Capotamento";1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"04/03/2023";"19:11:00";"164";"ac02-Acide";"198";"BR-153/GO";"Norte";"Colisão lateral no sentido contrário";1;0;0;1;0;0;0;0;0;0;1;0;0;1;0
